entity_id,state,last_changed
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,94.4,2026-06-02T09:35:20.725Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,99.1,2026-06-02T09:35:28.940Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,104.1,2026-06-02T09:35:31.004Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,98.8,2026-06-02T09:35:36.135Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,90.9,2026-06-02T09:35:40.247Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,99.5,2026-06-02T09:35:41.275Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,88.0,2026-06-02T09:35:44.359Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,31.9,2026-06-02T09:35:50.536Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,3.8,2026-06-02T09:35:51.564Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,25.7,2026-06-02T09:35:52.593Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,71.9,2026-06-02T09:35:53.621Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,83.3,2026-06-02T09:35:54.651Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,89.4,2026-06-02T09:35:55.678Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,92.7,2026-06-02T09:36:00.039Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,94.7,2026-06-02T09:36:02.873Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,89.5,2026-06-02T09:36:04.921Z
sensor.shelly_plug_sg3_wk_waschmaschine_wk_waschmaschine_leistung,95.1,2026-06-02T09:36:05.950Z
